编号,表面位移_mm,原始速度_mm_h,Hampel瞬时跳变标记,清洗后速度_mm_h,6h平滑速度_mm_h
95,0.712,1.8479999999999996,False,1.8479999999999996,-0.08100000000000007
96,0.546,-0.9959999999999996,False,-0.9959999999999996,-0.08400000000000007
97,0.458,-0.5280000000000001,False,-0.5280000000000001,-0.1110000000000001
98,0.0,-2.748,False,-2.748,-0.1110000000000001
99,0.647,3.882,False,3.882,-0.1110000000000001
100,0.459,-1.1280000000000001,False,-1.1280000000000001,-0.15000000000000013
101,0.443,-0.09600000000000009,False,-0.09600000000000009,-0.1170000000000001
102,0.537,0.5640000000000002,False,0.5640000000000002,-0.1170000000000001
103,0.514,-0.13800000000000012,False,-0.13800000000000012,-0.13800000000000012
104,0.463,-0.30599999999999994,False,-0.30599999999999994,-0.15000000000000013
105,4.417,23.723999999999997,True,-0.20999999999999985,-0.16799999999999998
106,0.719,-22.188,True,-0.20999999999999985,-0.174
107,0.653,-0.3959999999999997,False,-0.3959999999999997,-0.174
108,0.59,-0.37800000000000034,False,-0.37800000000000034,-0.192
109,0.52,-0.4199999999999997,False,-0.4199999999999997,-0.20999999999999985
110,0.545,0.15000000000000013,False,0.15000000000000013,-0.20999999999999985
111,0.628,0.4979999999999998,False,0.4979999999999998,-0.20999999999999985
112,0.624,-0.02400000000000002,False,-0.02400000000000002,-0.192
113,0.573,-0.30600000000000027,False,-0.30600000000000027,-0.192
114,0.679,0.6360000000000006,False,0.6360000000000006,-0.192
115,0.457,-1.3320000000000003,False,-1.3320000000000003,-0.20999999999999985
116,0.676,1.314,False,1.314,-0.192
117,0.644,-0.19200000000000017,False,-0.19200000000000017,-0.201
118,0.444,-1.2000000000000002,False,-1.2000000000000002,-0.20999999999999985
119,0.526,0.4920000000000001,False,0.4920000000000001,-0.20999999999999985
120,0.745,1.3139999999999998,False,1.3139999999999998,-0.20999999999999985
121,0.651,-0.5639999999999998,False,-0.5639999999999998,-0.20999999999999985
122,0.59,-0.3660000000000003,False,-0.3660000000000003,-0.20999999999999985
123,0.638,0.28800000000000026,False,0.28800000000000026,-0.20999999999999985
124,0.609,-0.17400000000000015,False,-0.17400000000000015,-0.20999999999999985
125,0.648,0.2340000000000002,False,0.2340000000000002,-0.201
126,0.711,0.37799999999999967,False,0.37799999999999967,-0.201
127,0.801,0.5400000000000005,False,0.5400000000000005,-0.18300000000000016
128,0.526,-1.6500000000000001,False,-1.6500000000000001,-0.201
129,0.746,1.3199999999999998,False,1.3199999999999998,-0.18300000000000016
130,0.595,-0.9060000000000001,False,-0.9060000000000001,-0.18300000000000016
131,0.515,-0.47999999999999976,False,-0.47999999999999976,-0.201
132,0.771,1.536,False,1.536,-0.18300000000000016
133,0.575,-1.1760000000000004,False,-1.1760000000000004,-0.18300000000000016
134,0.748,1.0380000000000003,False,1.0380000000000003,-0.15600000000000014
135,0.761,0.07800000000000007,False,0.07800000000000007,-0.15600000000000014
136,0.851,0.5399999999999998,False,0.5399999999999998,-0.1170000000000001
137,0.784,-0.4019999999999997,False,-0.4019999999999997,-0.15600000000000014
138,0.793,0.05400000000000005,False,0.05400000000000005,-0.15600000000000014
139,0.785,-0.04800000000000004,False,-0.04800000000000004,-0.1110000000000001
140,0.693,-0.5520000000000005,False,-0.5520000000000005,-0.1110000000000001
141,0.809,0.6960000000000006,False,0.6960000000000006,-0.03600000000000003
142,0.651,-0.9480000000000002,False,-0.9480000000000002,-0.03600000000000003
143,0.619,-0.19200000000000017,False,-0.19200000000000017,-0.03600000000000003
144,0.747,0.768,False,0.768,0.015000000000000013
145,0.815,0.4079999999999997,False,0.4079999999999997,0.06600000000000006
146,0.678,-0.8219999999999994,False,-0.8219999999999994,0.015000000000000013
147,0.659,-0.1140000000000001,False,-0.1140000000000001,-0.03600000000000003
148,0.558,-0.6059999999999999,False,-0.6059999999999999,-0.08100000000000007
149,0.976,2.5079999999999996,False,2.5079999999999996,0.0030000000000000027
150,0.641,-2.01,False,-2.01,-0.08100000000000007
151,0.837,1.1759999999999997,False,1.1759999999999997,0.0030000000000000027
152,0.679,-0.9479999999999995,False,-0.9479999999999995,-0.08100000000000007
153,0.0,-4.074,False,-4.074,-0.08100000000000007
154,0.578,3.468,False,3.468,0.0030000000000000027
155,0.861,1.6980000000000002,False,1.6980000000000002,0.0030000000000000027
156,0.758,-0.6179999999999999,False,-0.6179999999999999,-0.08100000000000007
157,0.604,-0.9240000000000002,False,-0.9240000000000002,-0.08100000000000007
158,0.691,0.5219999999999998,False,0.5219999999999998,0.0030000000000000027
159,0.67,-0.12599999999999945,False,-0.12599999999999945,-0.08100000000000007
160,0.774,0.6239999999999999,False,0.6239999999999999,0.0030000000000000027
161,0.719,-0.3300000000000003,False,-0.3300000000000003,-0.08100000000000007
162,0.729,0.06000000000000005,False,0.06000000000000005,-0.08100000000000007
163,0.682,-0.2819999999999996,False,-0.2819999999999996,-0.11999999999999977
164,0.646,-0.2160000000000002,False,-0.2160000000000002,-0.11999999999999977
165,0.856,1.2599999999999998,False,1.2599999999999998,-0.11999999999999977
166,0.877,0.1260000000000001,False,0.1260000000000001,-0.08100000000000007
167,0.717,-0.9600000000000002,False,-0.9600000000000002,-0.08100000000000007
168,0.837,0.72,False,0.72,-0.08100000000000007
169,0.703,-0.804,False,-0.804,-0.08100000000000007
170,0.876,1.0380000000000003,False,1.0380000000000003,-0.08100000000000007
171,0.786,-0.5399999999999998,False,-0.5399999999999998,-0.11999999999999977
172,0.731,-0.3300000000000003,False,-0.3300000000000003,-0.1589999999999998
173,0.708,-0.13800000000000012,False,-0.13800000000000012,-0.13199999999999978
174,0.924,1.2960000000000005,False,1.2960000000000005,-0.13199999999999978
175,0.68,-1.464,False,-1.464,-0.16500000000000015
176,0.819,0.8339999999999994,False,0.8339999999999994,-0.13199999999999978
177,0.642,-1.0619999999999996,False,-1.0619999999999996,-0.16500000000000015
178,0.743,0.6059999999999999,False,0.6059999999999999,-0.13199999999999978
179,0.714,-0.17400000000000015,False,-0.17400000000000015,-0.13199999999999978
180,0.6,-0.6839999999999999,False,-0.6839999999999999,-0.15600000000000014
181,0.795,1.1700000000000004,False,1.1700000000000004,-0.15600000000000014
182,0.82,0.14999999999999947,False,0.14999999999999947,-0.13199999999999978
183,0.739,-0.48599999999999977,False,-0.48599999999999977,-0.15600000000000014
184,0.799,0.3600000000000003,False,0.3600000000000003,-0.13199999999999978
185,0.839,0.23999999999999955,False,0.23999999999999955,-0.13199999999999978
186,0.674,-0.9899999999999995,False,-0.9899999999999995,-0.13199999999999978
187,0.872,1.1879999999999997,False,1.1879999999999997,-0.13199999999999978
188,0.935,0.37800000000000034,False,0.37800000000000034,-0.032999999999999696
189,0.907,-0.16800000000000015,False,-0.16800000000000015,-0.032999999999999696
190,0.913,0.03600000000000003,False,0.03600000000000003,-0.04499999999999971
191,0.871,-0.2520000000000002,False,-0.2520000000000002,-0.13199999999999978
192,0.926,0.3300000000000003,False,0.3300000000000003,-0.04499999999999971
193,1.002,0.45599999999999974,False,0.45599999999999974,0.04800000000000004
194,1.15,0.8879999999999995,False,0.8879999999999995,0.04800000000000004
195,0.801,-2.0939999999999994,False,-2.0939999999999994,0.04800000000000004
196,0.823,0.13199999999999945,False,0.13199999999999945,0.04800000000000004
197,0.814,-0.05400000000000005,False,-0.05400000000000005,0.04800000000000004
198,1.042,1.3680000000000005,False,1.3680000000000005,0.08100000000000007
199,1.075,0.1979999999999995,False,0.1979999999999995,0.12899999999999978
200,1.002,-0.4379999999999997,False,-0.4379999999999997,0.12899999999999978
201,0.797,-1.2299999999999998,False,-1.2299999999999998,0.08100000000000007
202,0.904,0.6419999999999999,False,0.6419999999999999,0.08399999999999974
203,0.973,0.4139999999999997,False,0.4139999999999997,0.14099999999999946
204,0.98,0.04200000000000004,False,0.04200000000000004,0.08699999999999974
205,1.144,0.9839999999999995,False,0.9839999999999995,0.14099999999999946
206,2.207,6.378,True,0.1979999999999995,0.14099999999999946
207,1.061,-6.8759999999999994,True,0.1979999999999995,0.1739999999999995
208,0.924,-0.8219999999999994,False,-0.8219999999999994,0.1739999999999995
209,1.012,0.5279999999999998,False,0.5279999999999998,0.1979999999999995
210,0.812,-1.1999999999999997,False,-1.1999999999999997,0.1739999999999995
211,0.988,1.0559999999999996,False,1.0559999999999996,0.1979999999999995
212,1.001,0.0779999999999994,False,0.0779999999999994,0.1739999999999995
213,0.864,-0.8219999999999994,False,-0.8219999999999994,0.1739999999999995
214,0.965,0.6059999999999999,False,0.6059999999999999,0.1739999999999995
215,1.146,1.0859999999999996,False,1.0859999999999996,0.1979999999999995
216,1.0,-0.8759999999999994,False,-0.8759999999999994,0.1979999999999995
217,1.072,0.4320000000000004,False,0.4320000000000004,0.1979999999999995
218,1.253,1.085999999999999,False,1.085999999999999,0.1979999999999995
219,0.975,-1.6679999999999995,False,-1.6679999999999995,0.1979999999999995
220,1.108,0.7980000000000007,False,0.7980000000000007,0.1979999999999995
221,1.008,-0.6000000000000005,False,-0.6000000000000005,0.1979999999999995
222,1.142,0.8039999999999994,False,0.8039999999999994,0.1979999999999995
223,1.032,-0.6599999999999993,False,-0.6599999999999993,0.1979999999999995
224,1.147,0.69,False,0.69,0.1979999999999995
225,1.184,0.22199999999999953,False,0.22199999999999953,0.1979999999999995
226,1.032,-0.9119999999999995,False,-0.9119999999999995,0.1979999999999995
227,1.161,0.774,False,0.774,0.20999999999999952
228,0.889,-1.6320000000000001,False,-1.6320000000000001,0.1979999999999995
229,1.081,1.1519999999999997,False,1.1519999999999997,0.1979999999999995
230,1.203,0.7320000000000007,False,0.7320000000000007,0.1979999999999995
231,1.314,0.6659999999999999,False,0.6659999999999999,0.20999999999999952
232,0.956,-2.1480000000000006,False,-2.1480000000000006,0.20999999999999952
233,0.977,0.1260000000000001,False,0.1260000000000001,0.20999999999999952
234,1.043,0.3959999999999997,False,0.3959999999999997,0.20999999999999952
235,1.115,0.4320000000000004,False,0.4320000000000004,0.3089999999999996
236,1.039,-0.4560000000000004,False,-0.4560000000000004,0.3089999999999996
237,1.197,0.9480000000000008,False,0.9480000000000008,0.4049999999999997
238,1.086,-0.6659999999999999,False,-0.6659999999999999,0.3089999999999996
239,1.048,-0.2280000000000002,False,-0.2280000000000002,0.20999999999999952
240,1.018,-0.18000000000000016,False,-0.18000000000000016,0.20999999999999952
241,1.133,0.69,False,0.69,0.20999999999999952
242,1.178,0.2699999999999996,False,0.2699999999999996,0.24599999999999955
243,1.226,0.28800000000000026,False,0.28800000000000026,0.2789999999999999
244,1.138,-0.5280000000000005,False,-0.5280000000000005,0.2789999999999999
245,1.194,0.3360000000000003,False,0.3360000000000003,0.2789999999999999
246,1.309,0.69,False,0.69,0.3120000000000003
247,1.281,-0.16800000000000015,False,-0.16800000000000015,0.2789999999999999
248,1.121,-0.9599999999999995,False,-0.9599999999999995,0.2789999999999999
249,1.235,0.6840000000000006,False,0.6840000000000006,0.3120000000000003
250,1.155,-0.4800000000000004,False,-0.4800000000000004,0.2789999999999999
251,1.136,-0.11400000000000077,False,-0.11400000000000077,0.24599999999999955
252,1.092,-0.2639999999999989,False,-0.2639999999999989,0.24599999999999955
253,1.367,1.6499999999999995,False,1.6499999999999995,0.24599999999999955
254,1.124,-1.4579999999999993,False,-1.4579999999999993,0.17399999999999982
255,1.183,0.35399999999999965,False,0.35399999999999965,0.24599999999999955
256,1.013,-1.020000000000001,False,-1.020000000000001,0.17399999999999982
257,1.318,1.830000000000001,False,1.830000000000001,0.24599999999999955
258,1.211,-0.6419999999999999,False,-0.6419999999999999,0.17399999999999982
259,1.337,0.7559999999999993,False,0.7559999999999993,0.24599999999999955
260,1.26,-0.46199999999999974,False,-0.46199999999999974,0.17399999999999982
261,1.244,-0.09600000000000009,False,-0.09600000000000009,0.015000000000000013
262,0.0,-7.464,True,-0.16800000000000015,0.015000000000000013
263,1.239,7.434000000000001,True,-0.11400000000000077,-0.10500000000000043
264,1.061,-1.068000000000001,False,-1.068000000000001,-0.10500000000000043
265,1.276,1.2900000000000005,False,1.2900000000000005,-0.10500000000000043
266,1.369,0.5579999999999998,False,0.5579999999999998,-0.10500000000000043
267,1.176,-1.1580000000000004,False,-1.1580000000000004,-0.11400000000000077
268,1.056,-0.7199999999999993,False,-0.7199999999999993,-0.11400000000000077
269,4.104,18.288,True,-0.11400000000000077,-0.11400000000000077
270,1.313,-16.746000000000002,True,-0.09600000000000009,-0.11400000000000077
271,1.169,-0.8639999999999994,False,-0.8639999999999994,-0.14100000000000046
272,1.28,0.6659999999999999,False,0.6659999999999999,-0.11400000000000077
273,1.338,0.3480000000000003,False,0.3480000000000003,-0.11400000000000077
274,1.212,-0.7560000000000007,False,-0.7560000000000007,-0.11400000000000077
275,1.432,1.3199999999999998,False,1.3199999999999998,-0.11400000000000077
276,1.375,-0.34199999999999964,False,-0.34199999999999964,-0.11400000000000077
277,1.212,-0.9780000000000002,False,-0.9780000000000002,-0.11400000000000077
278,1.391,1.0740000000000003,False,1.0740000000000003,-0.11400000000000077
279,1.247,-0.8639999999999994,False,-0.8639999999999994,-0.14100000000000046
280,1.282,0.20999999999999952,False,0.20999999999999952,-0.11400000000000077
281,1.344,0.37200000000000033,False,0.37200000000000033,-0.11400000000000077
282,1.426,0.4919999999999991,False,0.4919999999999991,-0.11400000000000077
283,1.347,-0.47399999999999975,False,-0.47399999999999975,-0.11400000000000077
284,1.397,0.30000000000000027,False,0.30000000000000027,-0.11400000000000077
285,1.504,0.6419999999999999,False,0.6419999999999999,-0.11400000000000077
286,1.394,-0.6600000000000006,False,-0.6600000000000006,-0.11400000000000077
287,1.309,-0.5099999999999998,False,-0.5099999999999998,-0.11400000000000077
288,1.451,0.8520000000000008,False,0.8520000000000008,-0.10500000000000043
289,1.331,-0.7200000000000006,False,-0.7200000000000006,-0.11400000000000077
290,1.364,0.19800000000000084,False,0.19800000000000084,-0.10500000000000043
291,1.455,0.5459999999999998,False,0.5459999999999998,-0.10500000000000043
292,1.464,0.05399999999999938,False,0.05399999999999938,-0.09600000000000009
293,1.391,-0.4379999999999997,False,-0.4379999999999997,-0.10500000000000043
294,1.38,-0.06600000000000072,False,-0.06600000000000072,-0.09600000000000009
295,1.598,1.3080000000000012,False,1.3080000000000012,-0.09600000000000009
296,1.201,-2.382,False,-2.382,-0.09600000000000009
297,1.463,1.572,False,1.572,-0.0810000000000004
298,1.433,-0.18000000000000016,False,-0.18000000000000016,-0.0810000000000004
299,1.391,-0.2520000000000002,False,-0.2520000000000002,-0.0810000000000004
300,1.995,3.6240000000000006,False,3.6240000000000006,-0.0060000000000006715
301,1.346,-3.894,False,-3.894,-0.0810000000000004
302,2.517,7.025999999999999,True,0.07200000000000006,-0.0810000000000004
303,1.558,-5.754,True,0.07200000000000006,-0.0060000000000006715
304,1.391,-1.0020000000000002,False,-1.0020000000000002,-0.0060000000000006715
305,1.452,0.36599999999999966,False,0.36599999999999966,0.06299999999999972
306,1.243,-1.2539999999999991,False,-1.2539999999999991,0.06299999999999972
307,1.3,0.34199999999999964,False,0.34199999999999964,0.07200000000000006
308,1.504,1.2239999999999998,False,1.2239999999999998,0.07200000000000006
309,1.591,0.5219999999999998,False,0.5219999999999998,0.07200000000000006
310,1.419,-1.0319999999999996,False,-1.0319999999999996,0.07200000000000006
311,1.653,1.404,False,1.404,0.07200000000000006
312,1.623,-0.18000000000000016,False,-0.18000000000000016,0.07200000000000006
313,1.59,-0.1979999999999995,False,-0.1979999999999995,0.07200000000000006
314,1.616,0.15600000000000014,False,0.15600000000000014,0.07200000000000006
315,1.645,0.1739999999999995,False,0.1739999999999995,0.1140000000000001
316,1.468,-1.0620000000000003,False,-1.0620000000000003,0.07200000000000006
317,1.48,0.07200000000000006,False,0.07200000000000006,0.07200000000000006
318,1.603,0.738,False,0.738,0.07200000000000006
319,1.417,-1.1159999999999997,False,-1.1159999999999997,0.07200000000000006
320,1.576,0.9540000000000002,False,0.9540000000000002,0.07200000000000006
321,1.596,0.1200000000000001,False,0.1200000000000001,0.07200000000000006
322,1.622,0.15600000000000014,False,0.15600000000000014,0.07200000000000006
323,1.615,-0.0420000000000007,False,-0.0420000000000007,0.07200000000000006
324,1.436,-1.0740000000000003,False,-1.0740000000000003,0.07200000000000006
325,1.401,-0.20999999999999952,False,-0.20999999999999952,0.07200000000000006
326,1.582,1.0860000000000003,False,1.0860000000000003,0.07200000000000006
327,1.826,1.464,False,1.464,0.07200000000000006
328,1.49,-2.0160000000000005,False,-2.0160000000000005,0.07200000000000006
329,1.562,0.4320000000000004,False,0.4320000000000004,0.07200000000000006
330,1.63,0.40799999999999903,False,0.40799999999999903,0.09600000000000009
331,1.551,-0.47399999999999975,False,-0.47399999999999975,0.07200000000000006
332,1.677,0.7560000000000007,False,0.7560000000000007,0.09600000000000009
333,1.69,0.0779999999999994,False,0.0779999999999994,0.07499999999999973
334,1.778,0.5280000000000005,False,0.5280000000000005,0.09899999999999975
335,1.686,-0.5520000000000005,False,-0.5520000000000005,0.09899999999999975
336,1.607,-0.47399999999999975,False,-0.47399999999999975,0.07499999999999973
337,1.729,0.7320000000000007,False,0.7320000000000007,0.09899999999999975
338,1.647,-0.49200000000000044,False,-0.49200000000000044,0.09899999999999975
339,1.622,-0.14999999999999947,False,-0.14999999999999947,0.09899999999999975
340,1.625,0.01799999999999935,False,0.01799999999999935,0.09899999999999975
341,1.623,-0.01200000000000001,False,-0.01200000000000001,0.07499999999999973
342,1.784,0.9660000000000002,False,0.9660000000000002,0.09899999999999975
343,1.789,0.02999999999999936,False,0.02999999999999936,0.07499999999999973
344,1.715,-0.44399999999999906,False,-0.44399999999999906,0.05099999999999971
345,1.646,-0.41400000000000103,False,-0.41400000000000103,0.023999999999999355
346,1.714,0.40800000000000036,False,0.40800000000000036,0.05099999999999971
347,1.628,-0.5160000000000005,False,-0.5160000000000005,0.023999999999999355
348,1.699,0.42600000000000104,False,0.42600000000000104,0.05099999999999971
349,1.561,-0.8280000000000007,False,-0.8280000000000007,0.05099999999999971
350,1.703,0.8520000000000008,False,0.8520000000000008,0.05099999999999971
351,1.807,0.6239999999999992,False,0.6239999999999992,0.05099999999999971
352,1.671,-0.8159999999999994,False,-0.8159999999999994,0.05099999999999971
353,1.833,0.9719999999999995,False,0.9719999999999995,0.05399999999999938
354,1.794,-0.23399999999999954,False,-0.23399999999999954,0.023999999999999355
355,1.781,-0.07800000000000074,False,-0.07800000000000074,0.023999999999999355
356,1.689,-0.5519999999999992,False,-0.5519999999999992,0.0029999999999996696
357,1.659,-0.18000000000000016,False,-0.18000000000000016,-0.027000000000000357
358,1.857,1.1879999999999997,False,1.1879999999999997,-0.027000000000000357
359,1.645,-1.2719999999999998,False,-1.2719999999999998,-0.04500000000000037
360,1.726,0.48599999999999977,False,0.48599999999999977,0.0029999999999996696
361,2.687,5.765999999999999,True,-0.09600000000000009,0.0029999999999996696
362,2.018,-4.014,False,-4.014,-0.04500000000000037
363,1.852,-0.9959999999999982,False,-0.9959999999999982,-0.08700000000000041
364,1.722,-0.7800000000000007,False,-0.7800000000000007,-0.08700000000000041
365,1.793,0.4259999999999997,False,0.4259999999999997,-0.08700000000000041
366,1.777,-0.09600000000000009,False,-0.09600000000000009,-0.09600000000000009
367,0.419,-8.148,True,-0.09600000000000009,-0.09600000000000009
368,1.912,8.957999999999998,True,-0.08999999999999941,-0.09600000000000009
369,1.754,-0.9479999999999995,False,-0.9479999999999995,-0.09600000000000009
370,1.839,0.5099999999999998,False,0.5099999999999998,-0.09600000000000009
371,1.922,0.4979999999999998,False,0.4979999999999998,-0.09600000000000009
372,1.712,-1.2599999999999998,False,-1.2599999999999998,-0.09600000000000009
373,1.827,0.69,False,0.69,-0.09600000000000009
374,1.812,-0.08999999999999941,False,-0.08999999999999941,-0.09299999999999975
375,1.853,0.24599999999999955,False,0.24599999999999955,-0.08999999999999941
376,4.441,15.528,True,0.0420000000000007,-0.08999999999999941
377,1.797,-15.864,True,0.0420000000000007,-0.08999999999999941
378,1.662,-0.81,False,-0.81,-0.09299999999999975
379,0.0,-9.972,True,-0.08999999999999941,-0.09299999999999975
380,1.899,11.394,True,-0.08999999999999941,-0.08999999999999941
381,1.936,0.22199999999999953,False,0.22199999999999953,-0.08999999999999941
382,1.864,-0.43199999999999905,False,-0.43199999999999905,-0.08999999999999941
383,1.703,-0.9660000000000002,False,-0.9660000000000002,-0.08999999999999941
384,1.861,0.9479999999999995,False,0.9479999999999995,-0.08999999999999941
385,1.799,-0.37200000000000033,False,-0.37200000000000033,-0.08999999999999941
386,1.904,0.6299999999999999,False,0.6299999999999999,-0.08999999999999941
387,1.944,0.2400000000000002,False,0.2400000000000002,-0.08999999999999941
388,1.783,-0.9660000000000002,False,-0.9660000000000002,-0.08999999999999941
389,1.91,0.762,False,0.762,-0.08999999999999941
390,1.733,-1.061999999999999,False,-1.061999999999999,-0.08999999999999941
391,1.944,1.2659999999999991,False,1.2659999999999991,-0.08999999999999941
392,1.951,0.0420000000000007,False,0.0420000000000007,-0.08999999999999941
393,1.824,-0.762,False,-0.762,-0.08999999999999941
394,1.837,0.0779999999999994,False,0.0779999999999994,-0.08999999999999941
395,2.161,1.9440000000000004,False,1.9440000000000004,-0.08999999999999941
396,2.025,-0.8160000000000007,False,-0.8160000000000007,-0.08999999999999941
397,1.928,-0.5819999999999999,False,-0.5819999999999999,-0.08999999999999941
